,se_equities,se_bonds
1995-03-01,-0.03510412713218747,-0.02491440823054447
1995-04-01,0.07981834185973824,0.016071019378702367
1995-05-01,0.0021338810493543026,0.019204865298564577
1995-06-01,0.054746977563159716,0.0027945389007502097
1995-07-01,0.0310807172103007,0.02673318817060255
1995-08-01,0.009923610013607975,0.017872502985335714
1995-09-01,0.07414425559462257,0.042862688586677855
1995-10-01,-0.06948833541992405,0.015320459801098751
1995-11-01,0.008956167581842811,0.014585751576285277
1995-12-01,-0.0001738634244325965,0.023514597030585227
1996-01-01,0.01728645536340978,0.019008808659127352
1996-02-01,0.06326475666241871,-0.010958608400320147
1996-03-01,0.017395577847040045,0.019785079070423706
1996-04-01,0.0225699069765386,0.013939896766820725
1996-05-01,0.043010415181211625,0.009226742024651902
1996-06-01,0.0006492945930114402,0.019211530684572153
1996-07-01,-0.05184893299895765,-0.008460692336982323
1996-08-01,0.06031916617225597,0.021964815234107204
1996-09-01,0.0413727620722828,0.034205198284043004
1996-10-01,0.02162878361177767,0.008895037267278472
1996-11-01,0.08322496019713377,0.024454849996415895
1996-12-01,0.04193802546750569,0.02561170784430966
1997-01-01,0.064694429584788,-0.00515741691089755
1997-02-01,0.03731748766426035,0.008418518292163002
1997-03-01,0.04816223189508806,-0.006713032941179975
1997-04-01,-0.036976309382652284,-0.001530578350684375
1997-05-01,0.06484935491735921,0.008232461004080482
1997-06-01,0.0816008325026818,0.02813835926143149
1997-07-01,0.0584870257195782,0.005031683877998905
1997-08-01,-0.05818000592805106,-0.0070332349842616715
1997-09-01,0.08402320417786813,0.03201019449412468
1997-10-01,-0.11320978263336379,-0.011689272424383335
1997-11-01,0.05820615245926941,0.010331077530007615
1997-12-01,-0.0029354932154276314,0.017267217751955277
1998-01-01,0.03643156645339918,0.01541046766289833
1998-02-01,0.08604330502673396,0.015421689973668551
1998-03-01,0.06067795542131127,0.003664732731649467
1998-04-01,0.030041144387853214,0.006424337574505001
1998-05-01,0.037520960768423484,0.01704890173613771
1998-06-01,0.013190250996809594,0.009849877932864626
1998-07-01,-0.005261082068490519,0.006916723164325456
1998-08-01,-0.13429531439553088,0.017335184801081205
1998-09-01,-0.11741327563065262,-0.002159089078735965
1998-10-01,0.05622899881357646,0.013604239303927512
1998-11-01,0.1212010148151732,0.009852484196404498
1998-12-01,-0.00694112845003525,0.01704492606564645
1999-01-01,0.022525819764557253,0.013487816138157749
1999-02-01,0.017689490245058614,-0.011447077819112694
1999-03-01,0.03951724563659309,0.010261502145565649
1999-04-01,0.048429597181313344,0.005482911541600632
1999-05-01,-0.0030811978026407116,-0.017384531814407245
1999-06-01,0.06809134987446752,-0.012814095736054187
1999-07-01,-0.011180891913057933,-0.01579765462328442
1999-08-01,0.013291730871539231,-0.006733054015934714
1999-09-01,0.00396815931409944,0.0013009621611650424
1999-10-01,0.10311949209914784,0.011281523793453374
1999-11-01,0.09644979094030082,-0.006076289477329411
1999-12-01,0.1643115296791562,0.004230245838780844
2000-01-01,0.01008600098008916,-0.014621216309382401
2000-02-01,0.16972161990271228,0.00991543459267219
2000-03-01,-0.01919952964717031,0.03474062374073439
2000-04-01,0.030756348136728784,0.002461906611579856
2000-05-01,-0.03048335321090212,0.015342809211886577
2000-06-01,-0.04572233880238441,-0.003918392641719892
2000-07-01,0.00890842900101485,0.0029306771803667697
2000-08-01,0.02423052830954786,0.006119176846632213
2000-09-01,-0.08510091178804358,0.014229441351963246
2000-10-01,-0.03302564111616546,0.008537526212580637
2000-11-01,-0.07359079493543907,0.003930281481205222
2000-12-01,-0.01681147636746738,0.022313781807146382
2001-01-01,0.044351298048536325,0.0032994918454842814
2001-02-01,-0.12508698481781988,-0.0035529280922138584
2001-03-01,-0.14301906337926018,0.006419000457337232
2001-04-01,0.12922110835904,-0.008237792891567786
2001-05-01,0.003779094750656853,-0.011741224544467244
2001-06-01,-0.050507649312747094,0.0016260009763429117
2001-07-01,-0.01501987413048711,0.01689155585537616
2001-08-01,-0.07632011951086382,0.010136839066057002
2001-09-01,-0.12886041549429506,-0.0035032261148081334
2001-10-01,0.062266002291859524,0.01811565523499592
2001-11-01,0.13329038255642,0.0023423172720731245
2001-12-01,0.013570032335572302,-0.008951247684006125
2002-01-01,-0.06876236141798509,-0.005788485435043178
2002-02-01,0.022541855938533084,0.00975278959508552
2002-03-01,0.01556449315391295,-0.010165207509656993
2002-04-01,-0.07629243327890556,0.011654039043700992
2002-05-01,-0.06869989815922173,-0.0023802109053120413
2002-06-01,-0.07987124465992668,0.013750815972896069
2002-07-01,-0.113040790767993,0.01683702558401401
2002-08-01,-0.04140460571044147,0.004741680674900994
2002-09-01,-0.14295200423887433,0.024649375617336267
2002-10-01,0.1403255487720334,0.0025870944759507353
2002-11-01,0.11552219298116317,-0.00010688523765445268
2002-12-01,-0.13808898761179678,0.017376067418319208
2003-01-01,-0.0388064567468871,0.0045116891945271576
2003-02-01,-0.01156133968980233,0.014219600994793247
2003-03-01,-0.005524059022301797,0.0036699507612436566
2003-04-01,0.1564228988396026,-0.0003425413007764888
2003-05-01,-0.01512764087506846,0.022157442558801366
2003-06-01,0.05160031378088514,0.015667931877798358
2003-07-01,0.051173067565214225,-0.03226949614882413
2003-08-01,0.05784209252660677,0.016991261078836306
2003-09-01,-0.05491567230082184,-0.002223150317167355
2003-10-01,0.09964382531387472,-0.015775066091107126
2003-11-01,0.0021385791090211548,0.0074056053404261135
2003-12-01,0.021075166075595897,0.009472416283228258
2004-01-01,0.07828360965921677,0.020126321354251298
2004-02-01,0.048668881581521495,0.014354724917972295
2004-03-01,-0.009875032345108892,0.01584056865517436
2004-04-01,0.010127464540703679,-0.018468090888021926
2004-05-01,-0.01351286236558713,0.0002498623580273751
2004-06-01,0.03476422610640362,0.0015766364035987301
2004-07-01,-0.024600503755402348,0.008280144087140728
2004-08-01,0.0014777945697708184,0.016005306124774688
2004-09-01,0.029695145358180852,0.0034557997457467238
2004-10-01,-0.0055896681925594605,0.010394409185200404
2004-11-01,0.05063587537202907,0.00589533602457748
2004-12-01,0.0052745576203145905,0.01255555760145488
2005-01-01,0.0025118312002310184,0.010703674561648446
2005-02-01,0.04135082252991151,-0.0026404378468304346
2005-03-01,0.0012961960615822665,0.006863494738064135
2005-04-01,-0.005932067935171981,0.013319503329908722
2005-05-01,0.06818985475336392,0.014140785504788811
2005-06-01,0.04083800345114019,0.01655902765567463
2005-07-01,0.05796927243372574,0.0016207146841655806
2005-08-01,-0.00307125298717581,0.01443911580451851
2005-09-01,0.04577620677014882,-0.015462322498613679
2005-10-01,-0.024678329036510904,-0.011440305089664315
2005-11-01,0.04432170076197406,0.0036113719350729934
2005-12-01,0.053434020416266215,0.001560801731618655
2006-01-01,0.018300952776113766,0.0011834145444851174
2006-02-01,0.03306458956041669,0.006671844917967906
2006-03-01,0.06232360343696497,-0.015151917196626896
2006-04-01,0.014110152305098156,0.0031198767018405515
2006-05-01,-0.09485621737871419,-0.009498381245888865
2006-06-01,0.02187310091318051,0.008054662494977105
2006-07-01,-0.01948485352967544,0.0038318848252323345
2006-08-01,0.03781840016825577,-0.0009147287719767361
2006-09-01,0.05782467220381182,0.009795057604807367
2006-10-01,0.05188835738566189,0.006501394181081199
2006-11-01,-0.01744301600982212,0.00468451138225312
2006-12-01,0.07588632106230242,-0.008656210736705638
2007-01-01,0.035659610557486454,-0.00393686611659827
2007-02-01,-0.025028554615434295,0.013004597963779174
2007-03-01,0.05607617196376102,-0.0015843219949495113
2007-04-01,0.065254661239176,-0.0068972549117096715
2007-05-01,0.012408936699992434,-0.010127147507309697
2007-06-01,-0.014517413738204032,-0.0015807091078722246
2007-07-01,-0.02260986904728257,0.0018720818022204266
2007-08-01,-0.03174535266244738,0.004945725295405934
2007-09-01,0.01797548598332166,0.019502662057659936
2007-10-01,-0.03327899198341544,-0.0012743051269016314
2007-11-01,-0.07429071809059218,-0.0013356350986349907
2007-12-01,-0.016325484346106922,0.0032054938987891024
2008-01-01,-0.1249110399220591,0.022937978166133632
2008-02-01,0.036763368278175834,0.004129553794517182
2008-03-01,-0.023010094300845108,-0.0021921435132318257
2008-04-01,0.06625303309376096,0.005006290565164884
2008-05-01,0.024107928925494404,-0.020219143237286685
2008-06-01,-0.14551601466063013,-0.008943397186917612
2008-07-01,-0.005091979574903371,0.02216609043847284
2008-08-01,0.006762267207418571,0.0032741816074792762
2008-09-01,-0.12217335876575486,0.01809277801053244
2008-10-01,-0.1721200579503318,0.03625988015580339
2008-11-01,-0.012589262237561849,0.0345037530440333
2008-12-01,0.04467341370763145,0.036656590253898225
2009-01-01,-0.08109187332862922,-0.04343595247025578
2009-02-01,0.05454718061035613,0.037106488805225046
2009-03-01,0.0015165433648940407,-0.015815379536626817
2009-04-01,0.20790417417865537,-0.01041452432491441
2009-05-01,0.03337561970741443,-0.021509426897251882
2009-06-01,0.003049126266406521,0.00650249613809506
2009-07-01,0.13084306497664255,0.03378623836252315
2009-08-01,0.020085129896537213,-0.008093735943055513
2009-09-01,-0.003468755358288944,0.0019220807332833711
2009-10-01,0.03448494321655171,-0.006693619947416907
2009-11-01,0.0015654690145883166,0.01484653863843799
2009-12-01,0.016298894668866692,-0.005948699300513227
2010-01-01,0.005612336476265911,0.00745496613674157
2010-02-01,0.01099749377166015,0.02329196658954702
2010-03-01,0.07950653054952816,-0.0032725089725029743
2010-04-01,0.04163618291959148,0.011532334533561173
2010-05-01,-0.06401721994702159,0.02218444851142909
2010-06-01,0.016409665678885244,-0.0041223953353626275
2010-07-01,0.04564064330037687,0.002481620119731076
2010-08-01,-0.03631408410321091,0.03229234285736826
2010-09-01,0.07188375180901785,-0.025036267050631777
2010-10-01,0.019853942286868875,0.004231610534255914
2010-11-01,0.007060077809082355,-0.013392278597939788
2010-12-01,0.045578106052892364,-0.02613315569399499
2011-01-01,-0.0029211166525748844,0.005237001424993171
2011-02-01,-0.016631946999076996,-0.0016231561276776052
2011-03-01,0.01076301199323959,-0.0012279861861076435
2011-04-01,0.04671345602639865,0.008530266437450251
2011-05-01,-0.0005285979948012054,0.027741665520017333
2011-06-01,-0.029406605473122793,0.0047052868544998905
2011-07-01,-0.03695841252664844,0.03541612695907537
2011-08-01,-0.12002227310352576,0.012050886708848463
2011-09-01,-0.05980647639785419,0.021312761555988713
2011-10-01,0.08138427183594032,-0.021800929261227897
2011-11-01,0.006641584811688528,0.0390590081740021
2011-12-01,0.000517898694909924,0.0029724673012092584
2012-01-01,0.04866780891187594,-0.012380012644230831
2012-02-01,0.05639243884890366,-0.01175836503191563
2012-03-01,0.00271512223604109,0.00770178882894923
2012-04-01,-0.001554582297688012,0.014821684683414826
2012-05-01,-0.07326818764545129,0.024048419467446402
2012-06-01,0.04299445033531191,-0.009945828289260383
2012-07-01,0.0386851516003226,0.007762350314097111
2012-08-01,-0.025665422006848737,-0.0029489033351264293
2012-09-01,0.027848247653923908,-0.0024903488718902578
2012-10-01,-0.010014867466475619,-0.0005469344721932279
2012-11-01,0.038651624919737504,0.006941016536222477
2012-12-01,0.014972766200647136,-0.006193655398663789
2013-01-01,0.0567574559327253,-0.020592052889144674
2013-02-01,0.021731118835899066,-0.0024813861698391726
2013-03-01,0.01741164545076046,0.017795453953127538
2013-04-01,0.02881366640243943,0.02024025205522073
2013-05-01,0.008125716305241726,-0.030386306376608996
2013-06-01,-0.0477588314005305,-0.011395313170721955
2013-07-01,0.0782449418834057,0.010951777070744573
2013-08-01,-0.022028651494623297,-0.023106538415577638
2013-09-01,0.03665769764400806,0.0030032143837854797
2013-10-01,0.012090544593426289,0.009897500575959173
2013-11-01,0.024559140284273084,0.0065302215959632814
2013-12-01,0.022738157530441505,-0.010876408302033735
2014-01-01,-0.017620545003407262,0.019867972581990134
2014-02-01,0.052621380788612226,4.7162680505863364e-05
2014-03-01,0.012302966244040814,0.010037526907011873
2014-04-01,0.024215515686020206,0.014901220007148996
2014-05-01,0.02458056623635585,0.0024181580963928972
2014-06-01,-0.008937937168949528,0.013715307362129225
2014-07-01,-0.010025602172800685,0.0037134504267102297
2014-08-01,0.0026454995021045757,0.014244618007261511
2014-09-01,0.016009634409156037,0.009833047019014218
2014-10-01,0.005562477810657551,0.013112852031224032
2014-11-01,0.02717617822192331,0.004037037589444958
2014-12-01,0.006611411504386044,0.008442593691263767
2015-01-01,0.08283832990025952,0.0213841184614858
2015-02-01,0.07582575465426178,-0.00423612297337761
2015-03-01,0.0030664992906326294,0.01999260723596974
2015-04-01,-0.0075020131790217714,-0.006722887664828536
2015-05-01,0.01335035538559426,-0.013837360149058786
2015-06-01,-0.06990672667738174,-0.021010334238867445
2015-07-01,0.05438979461463678,0.019936406836130738
2015-08-01,-0.06567144080473764,0.003997342395351655
2015-09-01,-0.044119163321197585,0.001200993858134769
2015-10-01,0.061076639909680264,-0.0023290980721369925
2015-11-01,0.028328809863776172,-0.007083571645142728
2015-12-01,-0.04433746277566597,-0.007902215851920635
2016-01-01,-0.07494712394347014,0.018426937239583996
2016-02-01,0.02281236303749501,0.009461741492809761
2016-03-01,0.011732881076993884,-0.0038248692472125922
2016-04-01,0.013574788566675933,-0.0046410603043159915
2016-05-01,0.020314424477396953,0.006183375467863295
2016-06-01,-0.03276595787042058,0.03307714150428831
2016-07-01,0.057114450277343964,0.011032054971309435
2016-08-01,0.011479942164071,-0.007070072084139789
2016-09-01,0.026466100920564006,0.004479400575851722
2016-10-01,-0.014670394284037158,-0.01271742980453583
2016-11-01,0.014405177955113535,-0.01909895919252358
2016-12-01,0.030289615471359888,-0.002898920743836131
2017-01-01,0.02246425324704604,-0.002050726940838299
2017-02-01,0.024255960356564632,0.007588572034584962
2017-03-01,0.022502091967990134,-0.00948359729196091
2017-04-01,0.04206211367319135,0.0024266223508120355
2017-05-01,0.02043922484904459,0.012108465952175296
2017-06-01,-0.019498240437366032,-0.009654091779085383
2017-07-01,-0.026797376479487323,0.004647805977460617
2017-08-01,-0.004748128598638823,0.008454453839389142
2017-09-01,0.05040305131438805,-0.012039093933727374
2017-10-01,0.020938892380490515,0.0039098032347637535
2017-11-01,-0.03373331336333596,0.004760821704548057
2017-12-01,-0.012273875402134315,-0.003260744403418392
2018-01-01,0.010846877082156148,-0.012858990193281628
2018-02-01,-0.002340543234087611,0.00800571191720656
2018-03-01,-0.007951535379032593,0.009265124114534062
2018-04-01,0.03606014394799284,-0.005047281491143196
2018-05-01,-0.001365612135932448,0.015838553802897337
2018-06-01,0.009790900765861643,0.004861767575876197
2018-07-01,0.02767253588463614,-0.01446899341238883
2018-08-01,0.03403818143283788,0.0072188029125344055
2018-09-01,0.0009069069316445244,-0.0025314208469491284
2018-10-01,-0.06994753224790284,0.0015626492520854907
2018-11-01,-0.023098532319117626,0.0027209673045613947
2018-12-01,-0.05742372359728998,0.0015148220809597657
2019-01-01,0.07959201637775815,0.004203600618007064
2019-02-01,0.034084530558234016,-0.004185167961571423
2019-03-01,0.009540032447996616,0.014592218174977134
2019-04-01,0.07786763866021928,0.004826186840007907
2019-05-01,-0.0762586962490247,0.016441217350862347
2019-06-01,0.062015703185384075,-0.00013646390589516777
2019-07-01,-0.011388942832465832,-0.0007309171749825261
2019-08-01,-0.004846894555823544,0.021556759721379937
2019-09-01,0.031884483718295,-0.008612431388749564
2019-10-01,0.04453769599069757,-0.00858659813765894
2019-11-01,0.012170904163680829,-0.008416429790899183
2019-12-01,0.021676800486790215,-0.011084470174066663
2020-01-01,0.015197224485795857,0.01943175384583129
2020-02-01,-0.04953179640883165,0.025406741749688155
2020-03-01,-0.10383612741385628,-0.001541876248645102
2020-04-01,0.05716233365900525,-0.020287638920742146
2020-05-01,0.0407507671728351,-0.008862392788784645
2020-06-01,0.027393242293495712,0.007612805504481068
2020-07-01,0.017774868949045786,-0.01574818268240674
2020-08-01,0.04032408924672892,0.0015612748006552657
