date,sweden_short_rate
1856-11-01,0.004166666666666667
1856-12-01,0.004166666666666667
1857-01-01,0.004166666666666667
1857-02-01,0.004166666666666667
1857-03-01,0.004166666666666667
1857-04-01,0.004166666666666667
1857-05-01,0.004166666666666667
1857-06-01,0.004166666666666667
1857-07-01,0.004166666666666667
1857-08-01,0.004166666666666667
1857-09-01,0.004166666666666667
1857-10-01,0.004166666666666667
1857-11-01,0.004166666666666667
1857-12-01,0.004166666666666667
1858-01-01,0.005
1858-02-01,0.005
1858-03-01,0.005
1858-04-01,0.005
1858-05-01,0.005
1858-06-01,0.005
1858-07-01,0.005
1858-08-01,0.005
1858-09-01,0.005
1858-10-01,0.004166666666666667
1858-11-01,0.004166666666666667
1858-12-01,0.004166666666666667
1859-01-01,0.004166666666666667
1859-02-01,0.004166666666666667
1859-03-01,0.004166666666666667
1859-04-01,0.004583333333333333
1859-05-01,0.005
1859-06-01,0.005
1859-07-01,0.005
1859-08-01,0.005
1859-09-01,0.005
1859-10-01,0.005
1859-11-01,0.005
1859-12-01,0.005
1860-01-01,0.005
1860-02-01,0.005
1860-03-01,0.005
1860-04-01,0.005
1860-05-01,0.005
1860-06-01,0.005
1860-07-01,0.005
1860-08-01,0.005
1860-09-01,0.005
1860-10-01,0.005
1860-11-01,0.005
1860-12-01,0.005
1861-01-01,0.005
1861-02-01,0.005
1861-03-01,0.005
1861-04-01,0.005
1861-05-01,0.005
1861-06-01,0.005
1861-07-01,0.005
1861-08-01,0.004166666666666667
1861-09-01,0.004166666666666667
1861-10-01,0.004166666666666667
1861-11-01,0.005
1861-12-01,0.005
1862-01-01,0.005
1862-02-01,0.004166666666666667
1862-03-01,0.004166666666666667
1862-04-01,0.004166666666666667
1862-05-01,0.004166666666666667
1862-06-01,0.004166666666666667
1862-07-01,0.004166666666666667
1862-08-01,0.004166666666666667
1862-09-01,0.004166666666666667
1862-10-01,0.004166666666666667
1862-11-01,0.004166666666666667
1862-12-01,0.005
1863-01-01,0.005
1863-02-01,0.005
1863-03-01,0.005
1863-04-01,0.005
1863-05-01,0.005
1863-06-01,0.005
1863-07-01,0.005
1863-08-01,0.005
1863-09-01,0.005
1863-10-01,0.005
1863-11-01,0.005
1863-12-01,0.005
1864-01-01,0.005
1864-02-01,0.005
1864-03-01,0.005
1864-04-01,0.005
1864-05-01,0.005
1864-06-01,0.005
1864-07-01,0.005
1864-08-01,0.005
1864-09-01,0.005
1864-10-01,0.005
1864-11-01,0.005
1864-12-01,0.005
1865-01-01,0.005
1865-02-01,0.004583333333333333
1865-03-01,0.004583333333333333
1865-04-01,0.004583333333333333
1865-05-01,0.004583333333333333
1865-06-01,0.004583333333333333
1865-07-01,0.004166666666666667
1865-08-01,0.004166666666666667
1865-09-01,0.004166666666666667
1865-10-01,0.004583333333333333
1865-11-01,0.005
1865-12-01,0.005
1866-01-01,0.005
1866-02-01,0.005
1866-03-01,0.005
1866-04-01,0.005
1866-05-01,0.005
1866-06-01,0.005833333333333334
1866-07-01,0.005833333333333334
1866-08-01,0.005833333333333334
1866-09-01,0.005833333333333334
1866-10-01,0.005
1866-11-01,0.005
1866-12-01,0.005
1867-01-01,0.004583333333333333
1867-02-01,0.004583333333333333
1867-03-01,0.004166666666666667
1867-04-01,0.004166666666666667
1867-05-01,0.004166666666666667
1867-06-01,0.004166666666666667
1867-07-01,0.004166666666666667
1867-08-01,0.004166666666666667
1867-09-01,0.004166666666666667
1867-10-01,0.00375
1867-11-01,0.00375
1867-12-01,0.00375
1868-01-01,0.004166666666666667
1868-02-01,0.004166666666666667
1868-03-01,0.004166666666666667
1868-04-01,0.004166666666666667
1868-05-01,0.004166666666666667
1868-06-01,0.004166666666666667
1868-07-01,0.004166666666666667
1868-08-01,0.004166666666666667
1868-09-01,0.00375
1868-10-01,0.00375
1868-11-01,0.00375
1868-12-01,0.00375
1869-01-01,0.00375
1869-02-01,0.00375
1869-03-01,0.00375
1869-04-01,0.004166666666666667
1869-05-01,0.004166666666666667
1869-06-01,0.004166666666666667
1869-07-01,0.004166666666666667
1869-08-01,0.004166666666666667
1869-09-01,0.004166666666666667
1869-10-01,0.00375
1869-11-01,0.00375
1869-12-01,0.00375
1870-01-01,0.00375
1870-02-01,0.00375
1870-03-01,0.00375
1870-04-01,0.00375
1870-05-01,0.00375
1870-06-01,0.00375
1870-07-01,0.00375
1870-08-01,0.00375
1870-09-01,0.00375
1870-10-01,0.00375
1870-11-01,0.00375
1870-12-01,0.00375
1871-01-01,0.00375
1871-02-01,0.00375
1871-03-01,0.00375
1871-04-01,0.00375
1871-05-01,0.00375
1871-06-01,0.00375
1871-07-01,0.0033333333333333335
1871-08-01,0.0033333333333333335
1871-09-01,0.0033333333333333335
1871-10-01,0.0033333333333333335
1871-11-01,0.0033333333333333335
1871-12-01,0.0033333333333333335
1872-01-01,0.0033333333333333335
1872-02-01,0.0033333333333333335
1872-03-01,0.0033333333333333335
1872-04-01,0.0033333333333333335
1872-05-01,0.0033333333333333335
1872-06-01,0.0033333333333333335
1872-07-01,0.0033333333333333335
1872-08-01,0.0033333333333333335
1872-09-01,0.0033333333333333335
1872-10-01,0.0033333333333333335
